fold,threshold,accuracy,precision,recall,f1
1,0.5,0.8320258421781265,0.7492354740061162,0.7101449275362319,0.7291666666666666
2,0.5,0.8355384615384616,0.7557485947879408,0.7144927536231884,0.7345418425627017
3,0.5,0.8346153846153846,0.7506297229219143,0.7198067632850241,0.7348951911220715
